state_number,state_name,consecutive_number,number_of_forms_submitted_for_persons_not_in_motor_vehicles,county,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,national_highway_system,land_use,functional_system,route_signing,first_harmful_event,manner_of_collision,relation_to_junction_within_interchange_area,relation_to_junction_specific_location,type_of_intersection,work_zone,relation_to_trafficway,light_condition,atmospheric_conditions,related_factors_crash_level_1,related_factors_crash_level_2,related_factors_crash_level_3,number_of_fatalities,vehicle_number,person_number,rollover,age,sex,person_type,injury_severity,police_reported_alcohol_involvement,police_reported_drug_involvement,related_factors_person_level1,related_factors_person_level2,related_factors_person_level3,race,vehicle_make,vehicle_model,body_type,vehicle_model_year,vehicle_identification_number_vin,vehicle_trailing,gross_vehicle_weight_rating,hazardous_material_involvement,travel_speed,previous_recorded_crashes,previous_recorded_suspensions_and_revocations,previous_dwi_convictions,previous_speeding_convictions,speeding_related,related_factors_driver_level_1,related_factors_driver_level_2,related_factors_driver_level_3,related_factors_driver_level_4,roadway_alignment,roadway_grade,roadway_surface_type,roadway_surface_condition,crash_type,fatalities_in_vehicle
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2014,JYARJ16E3EA0,No Trailing Unit,Not Applicable,No,40,0,0,0,0,No,6,0,0,0,Curve Left,Level,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2008,JYARJ16E68A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,6,0,0,0,Curve Right,Level,Not Reported,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,709,80,2012,JYARJ16E8CA0,No Trailing Unit,Not Applicable,No,80,0,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Right,Hillcrest,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2008,JYARJ16EX8A0,No Trailing Unit,Not Applicable,No,80,1,1,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",2,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2014,JYARJ16Y1EA0,No Trailing Unit,Not Applicable,No,60,0,2,0,0,No,48,0,0,0,Not Reported,Not Reported,Concrete,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2012,JYARJ16Y4CA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,Concrete,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2014,JYARJ16Y4EA0,No Trailing Unit,Not Applicable,No,999,0,1,0,0,No,48,0,0,0,Not Reported,Not Reported,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2014,JYARJ16Y5EA0,No Trailing Unit,Not Applicable,No,51,1,0,0,0,"Yes, Too Fast for Conditions",38,0,0,0,Not Reported,Not Reported,"Blacktop, Bituminous, or Asphalt",1,13,0
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2013,JYARJ16Y6DA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Exceeded Speed Limit",0,0,0,0,Straight,Level,Not Reported,11,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2009,JYARJ18E29A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Too Fast for Conditions",6,0,0,0,Curve Right,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2012,JYARJ18E2CA0,No Trailing Unit,Not Applicable,No,45,0,0,0,0,No,0,0,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,709,80,2016,JYARM06E4GA0,No Trailing Unit,Not Applicable,No,60,0,0,0,0,No,6,0,0,0,Curve Left,Uphill,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2015,JYARM06E9FA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,13,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2000,JYARN05E0YA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,Unknown,0,0,0,0,Curve Left,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2001,JYARN05E11A0,No Trailing Unit,Not Applicable,No,45,1,0,0,0,"Yes, Exceeded Speed Limit",6,0,0,0,Straight,Level,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2001,JYARN05EX1A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Exceeded Speed Limit",36,0,0,0,Curve Left,"Grade, Unknown Slope",Concrete,1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2002,JYARN07E92A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Too Fast for Conditions",52,0,0,0,Curve Right,Level,Not Reported,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2003,JYARN10E13A0,No Trailing Unit,Not Applicable,No,998,1,0,0,1,"Yes, Specifics Unknown",0,0,0,0,Curve Right,"Grade, Unknown Slope",Not Reported,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2002,JYARN10E52A0,No Trailing Unit,Not Applicable,No,55,0,0,0,1,No,0,0,0,0,Curve Left,Level,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2002,JYARN10E52A0,No Trailing Unit,Not Applicable,No,998,1,9,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,Level,Not Reported,2,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2003,JYARN10Y73A0,No Trailing Unit,Not Applicable,No,998,98,0,0,4,No,0,0,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2004,JYARN13EX4A0,No Trailing Unit,Not Applicable,No,999,1,1,1,1,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2006,JYARN15E26A0,No Trailing Unit,Not Applicable,No,75,0,0,0,3,No,0,0,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2007,JYARN20E47A0,No Trailing Unit,Not Applicable,No,40,0,3,0,1,"Yes, Too Fast for Conditions",0,0,0,0,Straight,Level,Not Reported,1,14,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2007,JYARN20EX7A0,No Trailing Unit,Not Applicable,No,998,1,0,0,0,"Yes, Exceeded Speed Limit",36,0,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2007,JYARN20Y17A0,No Trailing Unit,Not Applicable,No,998,0,19,2,4,No,0,0,0,0,Curve Left,Level,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2013,JYARN23E1DA0,No Trailing Unit,Not Applicable,No,998,1,0,0,0,"Yes, Too Fast for Conditions",6,36,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2011,JYARN23E3BA0,No Trailing Unit,Not Applicable,No,55,0,1,0,1,No,6,0,0,0,Curve Left,Downhill,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2012,JYARN23E7CA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Too Fast for Conditions",52,0,0,0,Curve Left,Level,Not Reported,1,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2014,JYARN23E8EA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Specifics Unknown",37,0,0,0,Curve Left,Not Reported,Not Reported,1,2,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2009,JYARN23Y99A0,No Trailing Unit,Not Applicable,No,999,0,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,Not Reported,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2014,JYARN33E9EA0,No Trailing Unit,Not Applicable,No,45,0,1,0,0,No,6,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2014,JYARN33Y3EA0,No Trailing Unit,Not Applicable,No,999,0,0,0,1,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,Not Reported,Concrete,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2007,JYARP15E77A0,No Trailing Unit,Not Applicable,No,998,0,0,0,1,"Yes, Too Fast for Conditions",33,0,0,0,Curve Right,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2007,JYAVM01E07A1,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,99,99,99,99,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,7,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2000,JYAVM01E1YA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Curve Left,Level,Concrete,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,1998,JYAVM01E5WA0,No Trailing Unit,Not Applicable,No,55,0,6,0,1,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,13,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2007,JYAVM01E67A1,No Trailing Unit,Not Applicable,No,998,2,0,0,0,"Yes, Too Fast for Conditions",79,0,0,0,Straight,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",2,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,709,80,2004,JYAVM01EX4A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,99,99,99,99,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2009,JYAVM01Y59A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,Concrete,1,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2009,JYAVN01E59A0,No Trailing Unit,Not Applicable,No,70,0,0,0,1,No,0,0,0,0,Curve Left,Uphill,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2001,JYAVP02E11A0,No Trailing Unit,Not Applicable,No,998,98,0,0,0,"Yes, Too Fast for Conditions",39,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,14,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,1999,JYAVP02E6XA0,No Trailing Unit,Not Applicable,No,998,1,0,0,0,No,36,91,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2001,JYAVP02E71A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2012,JYAVP04E5CA0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,83,0,0,0,Straight,Downhill,"Blacktop, Bituminous, or Asphalt",1,13,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,1999,JYAVP07E9XA0,No Trailing Unit,Not Applicable,No,60,0,0,0,0,No,27,0,0,0,Curve Right,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2000,JYAVP11E3YA0,No Trailing Unit,Not Applicable,No,998,2,1,0,2,"Yes, Exceeded Speed Limit",36,6,0,0,Curve Right,Downhill,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2007,JYAVP11E47A0,No Trailing Unit,Not Applicable,No,998,0,0,0,1,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2002,JYAVP11E52A0,No Trailing Unit,Not Applicable,No,999,0,0,0,0,No,0,0,0,0,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,705,80,2005,JYAVP11E65A0,No Trailing Unit,Not Applicable,No,55,0,4,0,0,No,83,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,13,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2008,JYAVP11E98A1,No Trailing Unit,Not Applicable,No,65,0,2,1,1,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,Downhill,"Blacktop, Bituminous, or Asphalt",1,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2001,JYAVP11EX1A0,No Trailing Unit,Not Applicable,No,60,1,1,0,0,No,0,0,0,0,Curve – Unknown Direction,"Grade, Unknown Slope","Blacktop, Bituminous, or Asphalt",1,0,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2004,JYAVP17E14A0,No Trailing Unit,Not Applicable,No,998,1,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Right,"Grade, Unknown Slope",Concrete,1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2006,JYAVP17N76A0,No Trailing Unit,Not Applicable,No,50,99,99,99,99,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,Uphill,Not Reported,1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2005,JYAVP18EX5A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2008,JYAVP22E68A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,13,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2008,JYAVP27E08A0,No Trailing Unit,Not Applicable,No,70,0,0,0,0,No,0,0,0,0,Curve Right,Level,"Blacktop, Bituminous, or Asphalt",1,6,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,709,80,2008,JYAVP28E68A0,No Trailing Unit,Not Applicable,No,998,0,0,0,0,No,0,0,0,0,Straight,Level,"Blacktop, Bituminous, or Asphalt",1,13,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2013,JYAVP32E0DA0,No Trailing Unit,Not Applicable,No,998,1,0,0,0,"Yes, Too Fast for Conditions",0,0,0,0,Curve Left,Downhill,"Blacktop, Bituminous, or Asphalt",1,1,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2013,JYAVP33E2DA0,No Trailing Unit,Not Applicable,No,40,0,0,0,0,No,99,99,99,99,Curve Left,Level,"Blacktop, Bituminous, or Asphalt",1,98,1
53,Washington,530365,1,33,1960,16,9,2015,4,21,0,2,4,4,8,0,No,3,Four-Way Intersection,None,1,3,2,0,0,0,1,1,1,No Rollover,21,Male,1,0,No (Alcohol Not Involved),No (Drugs Not Involved),0,0,0,0,76,706,80,2013,JYAVP33E8DA0,No Trailing Unit,Not Applicable,No,65,0,0,0,0,No,0,0,0,0,Curve Left,Downhill,"Blacktop, Bituminous, or Asphalt",1,1,1
